loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,27,274.594,1.311,0,3707.023
'',00:00:10,0,19,339.778,1.937,0,3227.894
'',00:00:15,0,13,254.248,0.622,0,1652.612
'',00:00:20,0,24,334.426,1.964,0,4013.117
'',00:00:25,0,2,128.167,0.137,0,256.334
'',00:00:30,0,3,2828.047,0.345,0,8484.141
'',00:00:35,0,19,402.985,1.772,0,3828.361
'',00:00:40,0,13,283.692,1.002,0,1843.996
'',00:00:45,0,23,229.743,1.291,0,2642.044
'',00:00:50,0,23,300.888,1.829,0,3460.207
'',00:00:55,0,9,359.296,1.264,0,1616.832
'',00:01:00,0,17,221.044,0.520,0,1878.875
