loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,7,311.413,0.344,0,2179.891
'',00:00:10,0,27,232.638,1.117,0,3140.614
