loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,0,0.000,0.000,0,0.000
'',00:00:10,0,0,0.000,0.000,0,0.000
'',00:00:15,0,0,0.000,0.000,0,0.000
'',00:00:20,0,0,0.000,0.000,0,0.000
'',00:00:25,0,0,0.000,0.000,0,0.000
'',00:00:30,0,1,26091.194,0.315,0,26091.194
'',00:00:35,0,1,2000.926,0.000,0,2000.926
'',00:00:40,0,0,0.000,0.000,0,0.000
'',00:00:45,0,0,0.000,0.000,0,0.000
'',00:00:50,0,0,0.000,0.000,0,0.000
'',00:00:55,0,0,0.000,0.000,0,0.000
'',00:01:00,0,0,0.000,0.000,0,0.000
'',00:01:05,0,0,0.000,0.000,0,0.000
'',00:01:10,0,0,0.000,0.000,0,0.000
'',00:01:15,0,1,2722.381,0.000,0,2722.381
'',00:01:20,0,0,0.000,0.000,0,0.000
'',00:01:25,0,0,0.000,0.000,0,0.000
'',00:01:30,0,0,0.000,0.000,0,0.000
'',00:01:35,0,0,0.000,0.000,0,0.000
'',00:01:40,0,0,0.000,0.000,0,0.000
'',00:01:45,0,0,0.000,0.000,0,0.000
'',00:01:50,0,0,0.000,0.000,0,0.000
'',00:01:55,0,0,0.000,0.000,0,0.000
'',00:02:00,0,0,0.000,0.000,0,0.000
'',00:02:05,0,0,0.000,0.000,0,0.000
'',00:02:10,0,0,0.000,0.000,0,0.000
'',00:02:15,0,0,0.000,0.000,0,0.000
'',00:02:20,0,0,0.000,0.000,0,0.000
'',00:02:25,0,0,0.000,0.000,0,0.000
'',00:02:30,0,0,0.000,0.000,0,0.000
'',00:02:35,0,0,0.000,0.000,0,0.000
'',00:02:40,0,0,0.000,0.000,0,0.000
'',00:02:45,0,0,0.000,0.000,0,0.000
'',00:02:50,0,0,0.000,0.000,0,0.000
'',00:02:55,0,0,0.000,0.000,0,0.000
'',00:03:00,0,0,0.000,0.000,0,0.000
'',00:03:05,0,0,0.000,0.000,0,0.000
