loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,3,367.701,0.037,0,1103.102
'',00:00:10,0,2,371.974,0.025,0,743.947
'',00:00:15,0,1,189.141,0.021,0,189.141
'',00:00:20,0,6,360.038,0.095,0,1080.115
'',00:00:25,0,2,187.441,0.020,0,374.882
'',00:00:30,0,3,226.724,0.064,0,680.173
'',00:00:35,0,3,180.975,0.030,0,542.924
'',00:00:40,0,0,0.000,0.000,0,0.000
'',00:00:41,0,6,187.739,0.057,0,563.216
