RequestedAt, User, Iteration, Parameter, Value
2017-05-23 14:08:45.8471474,1,1,myTest.search,books
2017-05-23 14:08:45.8481475,1,1,myTest.search,books
2017-05-23 14:08:50.4324097,1,1,myTest.search,books
2017-05-23 14:08:50.4324097,1,1,myTest.search,books
2017-05-23 14:08:55.0986766,1,1,myTest.search,books
2017-05-23 14:08:55.0986766,1,1,myTest.search,books
2017-05-23 14:09:29.4246399,1,2,myTest.search,books
2017-05-23 14:09:29.4246399,1,2,myTest.search,books
2017-05-23 14:09:33.3566651,1,2,myTest.search,books
2017-05-23 14:09:33.3566651,1,2,myTest.search,books
2017-05-23 14:09:37.6266711,1,2,myTest.search,books
2017-05-23 14:09:37.6266711,1,2,myTest.search,books
2017-05-23 14:10:05.0677268,1,3,myTest.search,books
2017-05-23 14:10:05.0677268,1,3,myTest.search,books
2017-05-23 14:10:09.0177324,1,3,myTest.search,books
2017-05-23 14:10:09.0177324,1,3,myTest.search,books
2017-05-23 14:10:13.3177384,1,3,myTest.search,books
2017-05-23 14:10:13.3177384,1,3,myTest.search,books
