loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,15,201.930,0.352,0,3028.953
'',00:00:10,0,1,1866.494,0.470,0,1866.494
'',00:00:15,0,0,0.000,0.000,0,0.000
'',00:00:20,0,0,0.000,0.000,0,0.000
'',00:00:25,0,15,223.540,0.352,0,3353.095
