loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,16,373.383,0.654,0,5974.120
'',00:00:06,0,5,870.878,0.788,0,2177.194
