192.168.0.2	192.168.0.2	loadgen1	combinedScenarioRun	588836813	588836826	Click_Add	588836834	588836832	/megacrm/AccServlet	1	1	2018-12-14 11:43:02.1208887	2018-12-14 11:43:02.6373836	516.4949	200	21055	2018-12-14 11:43:02.6356714	514.7827
192.168.0.2	192.168.0.2	loadgen1	combinedScenarioRun	596180047	596180057	Click_Accounts	596180062	596180060	/megacrm/AccountsServlet	1	1	2018-12-14 11:42:59.5865482	2018-12-14 11:43:04.1619187	4575.3705	200	18959	2018-12-14 11:43:02.3776180	2791.0698
