loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,3,547.856,0.316,0,1643.567
'',00:00:07,0,7,418.156,0.499,0,1463.545
