RequestedAt, User, Iteration, Parameter, Value
2017-05-24 16:43:37.1156058,1,1,myTest.search,books
2017-05-24 16:43:37.1556058,1,1,CurrentDate,2017-05-24 04:43:37
2017-05-24 16:43:37.8856069,2,1,myTest.search,c#code
2017-05-24 16:43:37.8856069,2,1,CurrentDate,2017-05-24 04:43:37
2017-05-24 16:43:40.1466118,3,1,myTest.search,gst
2017-05-24 16:43:40.1466118,3,1,CurrentDate,2017-05-24 04:43:40
2017-05-24 16:43:40.2866120,4,1,myTest.search,code
2017-05-24 16:43:40.2866120,4,1,CurrentDate,2017-05-24 04:43:40
2017-05-24 16:43:41.5266137,5,1,myTest.search,niagra
2017-05-24 16:43:41.5266137,5,1,CurrentDate,2017-05-24 04:43:41
2017-05-24 16:43:42.0466144,2,2,myTest.search,bookcenter
2017-05-24 16:43:42.0466144,2,2,CurrentDate,2017-05-24 04:43:42
2017-05-24 16:43:42.3766149,1,2,myTest.search,learngo
2017-05-24 16:43:42.3766149,1,2,CurrentDate,2017-05-24 04:43:42
2017-05-24 16:43:42.5066151,6,1,myTest.search,learnc++
2017-05-24 16:43:42.5066151,6,1,CurrentDate,2017-05-24 04:43:42
2017-05-24 16:43:43.1466160,7,1,myTest.search,mysql
2017-05-24 16:43:43.1466160,7,1,CurrentDate,2017-05-24 04:43:43
2017-05-24 16:43:45.1586200,3,2,myTest.search,mssql
2017-05-24 16:43:45.1586200,3,2,CurrentDate,2017-05-24 04:43:45
2017-05-24 16:43:45.3686203,8,1,myTest.search,java
2017-05-24 16:43:45.3686203,8,1,CurrentDate,2017-05-24 04:43:45
2017-05-24 16:43:45.6886207,9,1,myTest.search,newtron
2017-05-24 16:43:45.6886207,9,1,CurrentDate,2017-05-24 04:43:45
2017-05-24 16:43:46.2586215,5,2,myTest.search,books
2017-05-24 16:43:46.2586215,5,2,CurrentDate,2017-05-24 04:43:46
2017-05-24 16:43:46.7986223,1,3,myTest.search,c#code
2017-05-24 16:43:46.7986223,1,3,CurrentDate,2017-05-24 04:43:46
2017-05-24 16:43:47.5906246,4,2,myTest.search,gst
2017-05-24 16:43:47.5906246,4,2,CurrentDate,2017-05-24 04:43:47
2017-05-24 16:43:47.7206248,2,3,myTest.search,code
2017-05-24 16:43:47.7206248,2,3,CurrentDate,2017-05-24 04:43:47
2017-05-24 16:43:48.4306258,10,1,myTest.search,niagra
2017-05-24 16:43:48.4306258,10,1,CurrentDate,2017-05-24 04:43:48
2017-05-24 16:43:48.4906259,6,2,myTest.search,bookcenter
2017-05-24 16:43:48.4906259,6,2,CurrentDate,2017-05-24 04:43:48
2017-05-24 16:43:49.1126280,11,1,myTest.search,learngo
2017-05-24 16:43:49.1126280,11,1,CurrentDate,2017-05-24 04:43:49
2017-05-24 16:43:49.1426280,7,2,myTest.search,learnc++
2017-05-24 16:43:49.1426280,7,2,CurrentDate,2017-05-24 04:43:49
2017-05-24 16:43:50.2046307,12,1,myTest.search,mysql
2017-05-24 16:43:50.2046307,12,1,CurrentDate,2017-05-24 04:43:50
2017-05-24 16:43:51.6896348,13,1,myTest.search,mssql
2017-05-24 16:43:51.6896348,13,1,CurrentDate,2017-05-24 04:43:51
2017-05-24 16:43:52.0296353,3,3,myTest.search,java
