loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,22,367.607,0.335,0,1155.337
'',00:00:10,0,45,569.955,0.988,0,3663.995
'',00:00:15,0,48,444.207,1.032,0,3045.991
'',00:00:20,0,41,594.062,0.978,0,3479.507
'',00:00:25,0,43,740.983,0.994,0,4551.754
'',00:00:30,0,28,892.467,0.866,0,3569.867
