loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,47,112.781,0.952,0,757.241
'',00:00:06,0,10,94.276,0.256,0,188.551
