loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,42,197.264,0.726,0,1183.586
'',00:00:06,0,7,162.323,0.215,0,227.252
