loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,6,276.758,0.265,0,1660.548
'',00:00:10,0,0,0.000,0.000,0,0.000
'',00:00:15,0,0,0.000,0.000,0,0.000
'',00:00:20,0,0,0.000,0.000,0,0.000
'',00:00:25,0,0,0.000,0.000,0,0.000
'',00:00:30,0,9,201.514,0.021,0,1813.630
'',00:00:35,0,0,0.000,0.000,0,0.000
'',00:00:40,0,0,0.000,0.000,0,0.000
'',00:00:45,0,0,0.000,0.000,0,0.000
'',00:00:50,0,0,0.000,0.000,0,0.000
'',00:00:55,0,0,0.000,0.000,0,0.000
'',00:01:00,0,0,0.000,0.000,0,0.000
'',00:01:05,0,0,0.000,0.000,0,0.000
'',00:01:10,0,0,0.000,0.000,0,0.000
'',00:01:15,0,0,0.000,0.000,0,0.000
'',00:01:20,0,0,0.000,0.000,0,0.000
'',00:01:25,0,0,0.000,0.000,0,0.000
'',00:01:30,0,0,0.000,0.000,0,0.000
'',00:01:35,0,0,0.000,0.000,0,0.000
'',00:01:40,0,0,0.000,0.000,0,0.000
'',00:01:45,0,0,0.000,0.000,0,0.000
'',00:01:50,0,11,355.271,0.345,0,3907.982
'',00:01:55,0,0,0.000,0.000,0,0.000
'',00:02:00,0,10,363.918,0.343,0,3639.182
'',00:02:05,0,0,0.000,0.000,0,0.000
'',00:02:10,0,7,526.301,0.335,0,3684.105
'',00:02:15,0,0,0.000,0.000,0,0.000
'',00:02:20,0,7,511.759,0.335,0,3582.312
'',00:02:25,0,0,0.000,0.000,0,0.000
'',00:02:30,0,5,859.942,0.330,0,4299.708
'',00:02:35,0,0,0.000,0.000,0,0.000
'',00:02:40,0,5,693.829,0.330,0,3469.143
'',00:02:45,0,0,0.000,0.000,0,0.000
'',00:02:50,0,0,0.000,0.000,0,0.000
'',00:02:55,0,0,0.000,0.000,0,0.000
'',00:03:00,0,0,0.000,0.000,0,0.000
'',00:03:05,0,12,478.214,0.344,0,5738.570
'',00:03:10,0,0,0.000,0.000,0,0.000
'',00:03:15,0,0,0.000,0.000,0,0.000
'',00:03:20,0,0,0.000,0.000,0,0.000
'',00:03:25,0,0,0.000,0.000,0,0.000
'',00:03:30,0,12,364.621,0.347,0,4375.457
'',00:03:35,0,0,0.000,0.000,0,0.000
'',00:03:40,0,3,2110.235,0.324,0,6330.704
'',00:03:45,0,1,2244.013,0.000,0,2244.013
'',00:03:50,0,1,2788.008,0.000,0,2788.008
'',00:03:55,0,1,1856.623,0.000,0,1856.623
'',00:04:00,0,4,1158.884,0.326,0,4635.536
'',00:04:05,0,0,0.000,0.000,0,0.000
'',00:04:10,0,1,1674.432,0.000,0,1674.432
'',00:04:15,0,0,0.000,0.000,0,0.000
'',00:04:20,0,2,2772.859,0.001,0,5545.717
'',00:04:25,0,13,389.511,0.349,0,5063.641
'',00:04:30,0,0,0.000,0.000,0,0.000
'',00:04:32,0,13,461.398,0.349,0,5998.175
