RequestedAt, User, Iteration, Parameter, Value
2017-05-24 09:31:05.1332060,1,1,myTest.search,books
2017-05-24 09:31:05.1332060,1,1,myTest.search1,book
2017-05-24 09:31:06.2462697,1,1,myTest.search,books
2017-05-24 09:31:06.2462697,1,1,myTest.search1,book
2017-05-24 09:31:07.2813289,1,1,myTest.search,books
2017-05-24 09:31:07.2813289,1,1,myTest.search1,book
2017-05-24 09:31:11.6975815,1,2,myTest.search,c#code
2017-05-24 09:31:11.6975815,1,2,myTest.search1,learngo
2017-05-24 09:31:12.7556420,1,2,myTest.search,c#code
2017-05-24 09:31:12.7556420,1,2,myTest.search1,learngo
2017-05-24 09:31:13.6966958,1,2,myTest.search,c#code
2017-05-24 09:31:13.6966958,1,2,myTest.search1,learngo
2017-05-24 09:31:18.6249777,1,3,myTest.search,gst
2017-05-24 09:31:18.6249777,1,3,myTest.search1,gst
2017-05-24 09:31:19.6600369,1,3,myTest.search,gst
2017-05-24 09:31:19.6600369,1,3,myTest.search1,gst
2017-05-24 09:31:20.7190975,1,3,myTest.search,gst
2017-05-24 09:31:20.7190975,1,3,myTest.search1,gst
2017-05-24 09:31:25.2533568,1,4,myTest.search,code
2017-05-24 09:31:25.2533568,1,4,myTest.search1,code
2017-05-24 09:31:26.4434249,1,4,myTest.search,code
2017-05-24 09:31:26.4434249,1,4,myTest.search1,code
2017-05-24 09:31:27.4084801,1,4,myTest.search,code
2017-05-24 09:31:27.4084801,1,4,myTest.search1,code
2017-05-24 09:31:32.4297673,1,5,myTest.search,niagra
2017-05-24 09:31:32.4297673,1,5,myTest.search1,coal
2017-05-24 09:31:34.0208583,1,5,myTest.search,niagra
2017-05-24 09:31:34.0208583,1,5,myTest.search1,coal
2017-05-24 09:31:36.0299732,1,5,myTest.search,niagra
2017-05-24 09:31:36.0299732,1,5,myTest.search1,coal
2017-05-24 09:31:41.4422828,1,6,myTest.search,bookcenter
2017-05-24 09:31:41.4422828,1,6,myTest.search1,bc
2017-05-24 09:31:43.3203902,1,6,myTest.search,bookcenter
2017-05-24 09:31:43.3203902,1,6,myTest.search1,bc
2017-05-24 09:31:44.3214474,1,6,myTest.search,bookcenter
2017-05-24 09:31:44.3214474,1,6,myTest.search1,bc
2017-05-24 09:31:49.0437175,1,7,myTest.search,learngo
2017-05-24 09:31:49.0437175,1,7,myTest.search1,code
2017-05-24 09:31:50.8908232,1,7,myTest.search,learngo
2017-05-24 09:31:50.8908232,1,7,myTest.search1,code
2017-05-24 09:31:51.8928805,1,7,myTest.search,learngo
2017-05-24 09:31:51.8928805,1,7,myTest.search1,code
2017-05-24 09:31:56.5841488,1,8,myTest.search,learnc++
2017-05-24 09:31:56.5841488,1,8,myTest.search1,code
2017-05-24 09:31:58.3312488,1,8,myTest.search,learnc++
2017-05-24 09:31:58.3312488,1,8,myTest.search1,code
2017-05-24 09:31:59.3993098,1,8,myTest.search,learnc++
2017-05-24 09:31:59.4003099,1,8,myTest.search1,code
2017-05-24 09:32:04.4065962,1,9,myTest.search,mysql
2017-05-24 09:32:04.4065962,1,9,myTest.search1,code
2017-05-24 09:32:05.6686684,1,9,myTest.search,mysql
2017-05-24 09:32:05.6686684,1,9,myTest.search1,code
2017-05-24 09:32:06.9427413,1,9,myTest.search,mysql
2017-05-24 09:32:06.9427413,1,9,myTest.search1,code
2017-05-24 09:32:11.7640171,1,10,myTest.search,mssql
2017-05-24 09:32:11.7640171,1,10,myTest.search1,code
2017-05-24 09:32:13.1300952,1,10,myTest.search,mssql
