RequestedAt, User, Iteration, Parameter, Value
2017-05-23 14:55:03.3350181,1,1,myTest.search,books
2017-05-23 14:55:03.3350181,1,1,myTest.search,books
2017-05-23 14:55:08.0550247,1,1,myTest.search,books
2017-05-23 14:55:08.0550247,1,1,myTest.search,books
2017-05-23 14:55:12.3650307,1,1,myTest.search,books
2017-05-23 14:55:12.3650307,1,1,myTest.search,books
2017-05-23 14:55:16.6950368,1,2,myTest.search,books
2017-05-23 14:55:16.6950368,1,2,myTest.search,books
2017-05-23 14:55:21.2950432,1,2,myTest.search,books
2017-05-23 14:55:21.2950432,1,2,myTest.search,books
2017-05-23 14:55:26.0370499,1,2,myTest.search,books
2017-05-23 14:55:26.0370499,1,2,myTest.search,books
2017-05-23 14:55:35.8330796,1,3,myTest.search,books
2017-05-23 14:55:35.8330796,1,3,myTest.search,books
2017-05-23 14:55:40.0030855,1,3,myTest.search,books
2017-05-23 14:55:40.0030855,1,3,myTest.search,books
2017-05-23 14:55:44.4590926,1,3,myTest.search,books
2017-05-23 14:55:44.4590926,1,3,myTest.search,books
2017-05-23 14:55:48.8390987,1,4,myTest.search,books
2017-05-23 14:55:48.8390987,1,4,myTest.search,books
2017-05-23 14:55:52.8991044,1,4,myTest.search,books
2017-05-23 14:55:52.8991044,1,4,myTest.search,books
2017-05-23 14:55:56.9591101,1,4,myTest.search,books
2017-05-23 14:55:56.9591101,1,4,myTest.search,books
2017-05-23 14:56:01.5611166,1,5,myTest.search,books
2017-05-23 14:56:01.5611166,1,5,myTest.search,books
2017-05-23 14:56:05.3611220,1,5,myTest.search,books
2017-05-23 14:56:05.3611220,1,5,myTest.search,books
2017-05-23 14:56:09.2711274,1,5,myTest.search,books
2017-05-23 14:56:09.2711274,1,5,myTest.search,books
2017-05-23 14:56:13.2411330,1,6,myTest.search,books
2017-05-23 14:56:13.2411330,1,6,myTest.search,books
2017-05-23 14:56:17.1711385,1,6,myTest.search,books
2017-05-23 14:56:17.1711385,1,6,myTest.search,books
2017-05-23 14:56:28.3191545,1,6,myTest.search,books
2017-05-23 14:56:28.3191545,1,6,myTest.search,books
2017-05-23 14:56:39.0911697,1,7,myTest.search,books
2017-05-23 14:56:39.0911697,1,7,myTest.search,books
2017-05-23 14:56:48.0311823,1,7,myTest.search,books
2017-05-23 14:56:48.0311823,1,7,myTest.search,books
2017-05-23 14:56:58.0711963,1,7,myTest.search,books
2017-05-23 14:56:58.0711963,1,7,myTest.search,books
