loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,39,100.215,0.820,0,558.341
'',00:00:05,0,3,115.614,0.168,0,115.614
