loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,27,321.704,0.551,0,1240.858
'',00:00:10,0,41,365.758,0.830,0,2142.298
'',00:00:15,0,49,296.150,1.204,0,2073.049
'',00:00:20,0,40,374.552,0.942,0,2140.300
'',00:00:25,0,41,495.632,0.964,0,2902.988
'',00:00:26,0,20,419.692,0.792,0,1398.973
