loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,16,487.133,0.153,0,1558.827
'',00:00:05,0,6,428.796,0.195,0,857.592
