RequestedAt, User, Iteration, Parameter, Value
2017-05-24 12:55:18.9102800,1,1,myTest.search,books
2017-05-24 12:55:19.5402809,1,1,CurrentDate,2017-05-24 12:55:19
2017-05-24 12:55:21.3662844,1,1,myTest.search,c#code
2017-05-24 12:55:21.3662844,1,1,CurrentDate,2017-05-24 12:55:19
2017-05-24 12:55:22.7122871,1,1,myTest.search,gst
2017-05-24 12:55:22.7122871,1,1,CurrentDate,2017-05-24 12:55:19
2017-05-24 12:55:28.3332956,1,2,myTest.search,code
2017-05-24 12:55:28.3332956,1,2,CurrentDate,2017-05-24 12:55:28
2017-05-24 12:55:29.6332974,1,2,myTest.search,niagra
2017-05-24 12:55:29.6332974,1,2,CurrentDate,2017-05-24 12:55:28
2017-05-24 12:55:31.4253001,1,2,myTest.search,bookcenter
2017-05-24 12:55:31.4253001,1,2,CurrentDate,2017-05-24 12:55:28
2017-05-24 12:55:36.2213077,1,3,myTest.search,learngo
2017-05-24 12:55:36.2213077,1,3,CurrentDate,2017-05-24 12:55:36
2017-05-24 12:55:38.7423124,1,3,myTest.search,learnc++
2017-05-24 12:55:38.7423124,1,3,CurrentDate,2017-05-24 12:55:36
2017-05-24 12:55:40.3663171,1,3,myTest.search,mysql
2017-05-24 12:55:40.3663171,1,3,CurrentDate,2017-05-24 12:55:36
2017-05-24 12:55:45.2293269,1,4,myTest.search,mssql
2017-05-24 12:55:45.2293269,1,4,CurrentDate,2017-05-24 12:55:45
2017-05-24 12:55:46.3203285,1,4,myTest.search,java
2017-05-24 12:55:46.3203285,1,4,CurrentDate,2017-05-24 12:55:45
2017-05-24 12:55:47.6023304,1,4,myTest.search,newtron
2017-05-24 12:55:47.6023304,1,4,CurrentDate,2017-05-24 12:55:45
2017-05-24 12:55:52.5083381,1,5,myTest.search,books
2017-05-24 12:55:52.5083381,1,5,CurrentDate,2017-05-24 12:55:52
2017-05-24 12:55:53.6783398,1,5,myTest.search,c#code
2017-05-24 12:55:53.6783398,1,5,CurrentDate,2017-05-24 12:55:52
2017-05-24 12:55:54.7093418,1,5,myTest.search,gst
2017-05-24 12:55:54.7093418,1,5,CurrentDate,2017-05-24 12:55:52
2017-05-24 12:55:59.2923506,1,6,myTest.search,code
2017-05-24 12:55:59.2923506,1,6,CurrentDate,2017-05-24 12:55:59
2017-05-24 12:56:00.4733523,1,6,myTest.search,niagra
2017-05-24 12:56:00.4733523,1,6,CurrentDate,2017-05-24 12:55:59
2017-05-24 12:56:02.0843547,1,6,myTest.search,bookcenter
2017-05-24 12:56:02.0843547,1,6,CurrentDate,2017-05-24 12:55:59
2017-05-24 12:56:06.9023646,1,7,myTest.search,learngo
2017-05-24 12:56:06.9023646,1,7,CurrentDate,2017-05-24 12:56:06
2017-05-24 12:56:07.8223659,1,7,myTest.search,learnc++
2017-05-24 12:56:07.8223659,1,7,CurrentDate,2017-05-24 12:56:06
2017-05-24 12:56:08.9633676,1,7,myTest.search,mysql
2017-05-24 12:56:08.9633676,1,7,CurrentDate,2017-05-24 12:56:06
