loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,26,140.307,0.552,0,521.139
'',00:00:09,0,17,248.219,0.187,0,843.943
