loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,18,365.848,0.658,0,6585.272
'',00:00:08,0,6,918.676,0.799,0,2756.029
