loadgenname,scenariotime,usercount,hitcount,avgrequestresponse,avgthroughput,errorcount,avgpageresponse
'',00:00:05,0,3,213.419,0.037,0,640.256
'',00:00:10,0,4,304.351,0.061,0,608.701
'',00:00:15,0,1,215.304,0.021,0,215.304
'',00:00:20,0,4,247.784,0.079,0,495.568
'',00:00:25,0,4,223.567,0.055,0,447.133
'',00:00:30,0,1,207.846,0.021,0,207.846
'',00:00:35,0,2,280.353,0.020,0,560.706
'',00:00:40,0,0,0.000,0.000,0,0.000
'',00:00:41,0,4,207.158,0.038,0,414.316
