RequestedAt, User, Iteration, Parameter, Value
2017-05-24 18:09:16.0721167,38,6,myTest.search,books
2017-05-24 18:09:16.0731168,38,6,CurrentDate,2017-05-24 06:09:16
2017-05-24 18:09:16.0721167,28,5,myTest.search,books
2017-05-24 18:09:16.1941237,28,5,CurrentDate,2017-05-24 06:09:16
2017-05-24 18:09:20.5713741,27,5,myTest.search,c#code
2017-05-24 18:09:20.5713741,27,5,CurrentDate,2017-05-24 06:09:20
2017-05-24 18:09:21.4194226,11,8,myTest.search,gst
2017-05-24 18:09:21.4194226,11,8,CurrentDate,2017-05-24 06:09:21
2017-05-24 18:09:21.8824490,5,9,myTest.search,code
2017-05-24 18:09:21.8824490,5,9,CurrentDate,2017-05-24 06:09:21
2017-05-24 18:09:22.6654938,48,3,myTest.search,niagra
2017-05-24 18:09:22.6654938,48,3,CurrentDate,2017-05-24 06:09:22
2017-05-24 18:09:23.2975300,50,4,myTest.search,bookcenter
2017-05-24 18:09:23.2975300,7,9,myTest.search,learngo
2017-05-24 18:09:23.2975300,24,5,myTest.search,learnc++
2017-05-24 18:09:23.2975300,24,5,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.2975300,50,4,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.2975300,7,9,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.3155310,16,7,myTest.search,mysql
2017-05-24 18:09:23.3635338,8,8,myTest.search,mssql
2017-05-24 18:09:23.3635338,8,8,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.3755344,16,7,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.3885352,49,4,myTest.search,java
2017-05-24 18:09:23.3885352,49,4,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8355608,14,7,myTest.search,newtron
2017-05-24 18:09:23.8355608,14,7,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8375609,4,6,myTest.search,books
2017-05-24 18:09:23.8375609,35,5,myTest.search,c#code
2017-05-24 18:09:23.8375609,35,5,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8375609,4,6,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8515617,23,6,myTest.search,gst
2017-05-24 18:09:23.8515617,23,6,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8535618,1,8,myTest.search,code
2017-05-24 18:09:23.8535618,1,8,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8665625,29,5,myTest.search,niagra
2017-05-24 18:09:23.8665625,29,5,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.8855636,2,8,myTest.search,bookcenter
2017-05-24 18:09:23.8855636,2,8,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:23.9945699,6,6,myTest.search,learngo
2017-05-24 18:09:23.9945699,6,6,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:24.2735858,32,5,myTest.search,learnc++
2017-05-24 18:09:24.2745859,32,5,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.2955871,36,3,myTest.search,mysql
2017-05-24 18:09:24.2955871,36,3,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.5396010,10,5,myTest.search,mssql
2017-05-24 18:09:24.5396010,10,5,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.6636081,42,4,myTest.search,java
2017-05-24 18:09:24.6636081,42,4,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.7116109,37,4,myTest.search,newtron
2017-05-24 18:09:24.7116109,37,4,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.7796148,34,4,myTest.search,books
2017-05-24 18:09:24.7796148,34,4,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.7806148,3,8,myTest.search,c#code
2017-05-24 18:09:24.7806148,3,8,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:24.8856208,39,3,myTest.search,gst
2017-05-24 18:09:24.8856208,39,3,CurrentDate,2017-05-24 06:09:24
2017-05-24 18:09:25.0736316,26,7,myTest.search,code
2017-05-24 18:09:25.0736316,26,7,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.1456357,15,5,myTest.search,niagra
2017-05-24 18:09:25.1456357,15,5,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.1606365,20,4,myTest.search,bookcenter
2017-05-24 18:09:25.1606365,20,4,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.2896439,1,8,myTest.search,learngo
2017-05-24 18:09:25.2896439,1,8,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:25.3206457,9,6,myTest.search,learnc++
2017-05-24 18:09:25.3206457,9,6,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.3216458,13,6,myTest.search,mysql
2017-05-24 18:09:25.3216458,13,6,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.3226458,2,8,myTest.search,mssql
2017-05-24 18:09:25.3316463,2,8,CurrentDate,2017-05-24 06:09:23
2017-05-24 18:09:25.7116681,22,7,myTest.search,java
2017-05-24 18:09:25.7116681,22,7,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.7396697,30,4,myTest.search,newtron
2017-05-24 18:09:25.7396697,30,4,CurrentDate,2017-05-24 06:09:25
2017-05-24 18:09:25.8226744,40,3,myTest.search,books
2017-05-24 18:09:25.8226744,40,3,CurrentDate,2017-05-24 06:09:25
